,Datetime,Open,High,Low,Close,Adj Close,Volume,Stock,Open Rolling Mean 50 days,Open Rolling Mean 200 days,Open Rolling Mean 10 days,Open Rolling Mean 40 days,rsi,MB,UB,LB,TR,ATR,macd,signal,di+,di-,adx,%K,%D,RSI_Strength,Bollinger_Strength,ADX_Strength,RM Signal,RM_Trend,MACD_Trend,ATR_Signal,ATR_Trend,ADX_Signal,ADX_Trend,Stochastic_Signal
27,2023-12-04 09:42:00+05:30,4522.0,4529.2998046875,4520.0,4525.7998046875,4525.7998046875,1039,ABB.NS,,,4547.25,,46.24709999845929,4551.93572126116,4600.4294286188015,4503.442013903519,9.2998046875,15.94877402761007,-1.9793235949000518,,,,,15.560843005128019,13.028164032647494, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bullish
28,2023-12-04 09:43:00+05:30,4525.9501953125,4525.9501953125,4506.0,4513.39990234375,4513.39990234375,2916,ABB.NS,,,4540.65,,41.37479982434759,4547.607142857143,4598.222226593922,4496.9920591203645,19.9501953125,16.260734496987673,-3.599958037129909,,,,,8.418555819107983,11.609587000134981, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
29,2023-12-04 09:44:00+05:30,4514.35009765625,4514.35009765625,4506.0,4511.75,4511.75,3564,ABB.NS,,,4534.585009765625,,40.75947732411927,4542.889299665178,4593.680549473961,4492.098049856396,8.35009765625,15.650890781134189,-4.943175953028003,,,,,6.541531727206573,10.173643517147525, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
30,2023-12-04 09:45:00+05:30,4510.0,4523.0,4507.25,4516.2001953125,4516.2001953125,1793,ABB.NS,,,4529.585009765625,,43.212627746467554,4537.975027901785,4584.66557442412,4491.284481379451,15.75,15.658452440347817,-5.609521724621118,,,,,11.604330653986523,8.854806066767026, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bullish
31,2023-12-04 09:46:00+05:30,4515.89990234375,4525.0,4515.89990234375,4525.0,4525.0,1631,ABB.NS,,,4525.185009765625,,47.81449252374522,4533.2607421875,4569.810457046004,4496.711027328996,9.10009765625,15.162847190740651,-5.417519257233835,,,,,21.61549614207389,13.25378617442233, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bullish
32,2023-12-04 09:47:00+05:30,4522.7998046875,4536.89990234375,4521.7998046875,4531.5498046875,4531.5498046875,2294,ABB.NS,,,4522.869970703125,,50.99751829880405,4530.157156808035,4558.4489833426,4501.865330273471,15.10009765625,15.158147139701708,-4.719841792688385,,,,,36.68318809896034,23.30100496500692, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bullish
33,2023-12-04 09:48:00+05:30,4528.0,4531.39990234375,4521.0498046875,4521.0498046875,4521.0498046875,1099,ABB.NS,,,4522.60498046875,,46.13899785612722,4527.660714285715,4552.32611072328,4502.995317848149,10.5,14.81209347279283,-4.901757708106743,-4.356007872163135,17.216952062340727,25.90722804396528,,23.589107774257243,27.295930671763827, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bearish
34,2023-12-04 09:49:00+05:30,4521.0498046875,4536.85009765625,4521.0498046875,4536.0,4536.0,1215,ABB.NS,,,4521.919970703125,,53.004240828648015,4525.949986049107,4543.80093288938,4508.099039208833,15.80029296875,14.88495137673393,-3.8685915582500456,-4.246798323368411,18.687788568285697,23.942887699458396,,54.34763379035825,38.206643221191946, ,,Invalid Value,,,Bullish,Hold,Hold,Hold,Hold,Bullish
35,2023-12-04 09:50:00+05:30,4534.0498046875,4539.0,4529.25,4536.64990234375,4536.64990234375,1848,ABB.NS,,,4521.7099609375,,53.28300841230304,4525.285679408482,4540.625624021754,4509.945734795209,9.75,14.50901661218435,-2.967011965319216,-3.9667883808446875,18.401736688523155,22.173185187119635,,76.72028160062578,51.55234105508043, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bullish
36,2023-12-04 09:51:00+05:30,4536.7001953125,4542.60009765625,4534.5498046875,4537.64990234375,4537.64990234375,2577,ABB.NS,,,4523.07998046875,,53.7377316045917,4525.757114955357,4542.1464494707125,4509.367780440001,8.05029296875,14.039241547556852,-2.1519799154120847,-3.577043632598054,18.924471227731743,20.572564019167526,,86.47491228304229,72.51427589134211, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
37,2023-12-04 09:52:00+05:30,4536.4501953125,4540.75,4535.0,4535.5,4535.5,1343,ABB.NS,,,4524.525,,52.553391590350294,4526.517822265625,4543.640369393754,4509.395275137496,5.75,13.439960438747445,-1.652528239232197,-3.169749311845135,17.588017989132034,19.119721851010855,,80.60087783662632,81.26535724009814, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bearish
38,2023-12-04 09:53:00+05:30,4535.0,4542.89990234375,4535.0,4541.9501953125,4541.9501953125,2268,ABB.NS,,,4525.42998046875,,55.70742858067755,4527.10710797991,4545.683942391718,4508.5302735681025,7.89990234375,13.041677164234757,-0.7516480364747622,-2.663880720854213,17.511686606695275,17.79675991053539,,97.42626139656747,88.16735050541202, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
39,2023-12-04 09:54:00+05:30,4541.9501953125,4549.0,4539.4501953125,4544.7998046875,4544.7998046875,1313,ABB.NS,,,4528.189990234375,4529.168786621094,57.06532589266325,4528.521379743303,4549.143386204714,4507.899373281893,9.5498046875,12.79194590825716,0.17979156375622551,-2.0744059647773434,19.560305449802136,16.58852871666288,,90.23210392441861,89.41974771920415, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
40,2023-12-04 09:55:00+05:30,4544.85009765625,4550.0,4540.0498046875,4544.2001953125,4544.2001953125,3655,ABB.NS,,,4531.675,4532.291284179688,56.67162223819854,4530.10710797991,4551.862425320486,4508.3517906393345,9.9501953125,12.589691157055716,0.8609020463200068,-1.4703414582677203,18.785463373119615,15.482119196662971,,86.81862571022727,91.49233034373778, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bearish
41,2023-12-04 09:56:00+05:30,4541.5498046875,4561.89990234375,4541.5498046875,4561.0,4561.0,3321,ABB.NS,,,4534.239990234375,4533.825024414063,64.13717747092413,4532.62140764509,4559.368062925894,4505.874752364285,20.35009765625,13.139541805153122,2.6755993062879497,-0.6220515139714116,23.49437503560394,14.466462851854118,,98.39015399666326,91.81362787710304, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
42,2023-12-04 09:57:00+05:30,4558.64990234375,4564.0,4558.0,4559.10009765625,4559.10009765625,1418,ABB.NS,,,4537.825,4536.291271972656,62.81894486226615,4535.885707310268,4563.589848913421,4508.181565707116,6.0,12.63579052591143,3.919280132523454,0.30287684334905285,23.050345904351527,13.532014649025884,,91.55189251077587,92.2535574058888, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Bearish
43,2023-12-04 09:58:00+05:30,4561.2001953125,4564.64990234375,4555.14990234375,4563.7001953125,4563.7001953125,3720,ABB.NS,,,4541.14501953125,4538.558776855469,64.71020718904909,4539.596435546875,4567.292017637591,4511.900853456159,9.5,12.415393266034435,5.2036560902042766,1.2973647742400498,21.582846310147165,14.132002643864652,,98.34545531878696,96.09583394207537, ,,Invalid Value,,,Hold,Hold,Hold,Hold,Hold,Hold
